applicant_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,property_area,loan_status
731,Male,No,1,Graduate,No,5719,790,68,180,1,Semiurban,Approved
732,Male,Yes,1,Graduate,Yes,7126,3034,364,180,0,Urban,Rejected
733,Female,Yes,0,Graduate,No,5493,7214,387,180,0,Urban,Approved
734,Male,No,1,Not Graduate,No,4979,8880,469,120,0,Urban,Rejected
735,Female,Yes,0,Not Graduate,Yes,6780,532,177,180,0,Urban,Approved
736,Male,Yes,0,Not Graduate,Yes,8215,8419,143,360,0,Semiurban,Rejected
737,Female,Yes,3,Not Graduate,Yes,14767,4611,77,360,0,Semiurban,Approved
738,Female,Yes,0,Graduate,No,2289,5850,447,180,0,Semiurban,Approved
739,Male,No,1,Not Graduate,No,11080,8853,238,120,1,Semiurban,Approved
740,Male,No,1,Not Graduate,No,6587,985,77,360,1,Urban,Approved
741,Female,No,2,Graduate,No,14571,4825,148,120,1,Semiurban,Approved
742,Female,No,1,Not Graduate,No,6390,4464,428,360,0,Semiurban,Approved
743,Male,No,1,Graduate,No,9602,3032,191,360,1,Rural,Approved
744,Male,No,3,Not Graduate,Yes,11284,1757,197,360,1,Semiurban,Approved
745,Female,No,1,Graduate,Yes,13900,8942,129,180,0,Urban,Approved
746,Female,Yes,0,Graduate,Yes,9533,633,487,180,1,Semiurban,Approved
747,Female,Yes,2,Graduate,Yes,6934,2035,347,120,1,Rural,Approved
748,Female,Yes,2,Graduate,Yes,6167,59,236,120,1,Rural,Approved
749,Female,Yes,0,Not Graduate,Yes,12289,1232,189,240,0,Urban,Approved
750,Male,Yes,2,Graduate,Yes,7908,9999,124,360,0,Urban,Rejected
751,Female,Yes,2,Not Graduate,No,5114,2142,470,360,1,Semiurban,Approved
752,Male,Yes,1,Not Graduate,No,9788,9908,364,300,1,Semiurban,Approved
753,Male,No,2,Not Graduate,Yes,10281,4177,170,120,0,Semiurban,Approved
754,Male,Yes,2,Not Graduate,No,7241,9712,219,120,1,Rural,Approved
755,Female,No,3,Not Graduate,No,4966,9323,58,240,0,Urban,Approved
756,Female,No,0,Not Graduate,Yes,1970,8673,379,360,1,Urban,Rejected
757,Female,Yes,0,Graduate,No,14393,8409,289,240,1,Semiurban,Approved
758,Male,Yes,1,Not Graduate,Yes,10616,1713,306,360,0,Urban,Rejected
759,Female,Yes,0,Graduate,No,13326,2215,498,240,1,Semiurban,Approved
760,Male,No,0,Graduate,No,5401,6437,322,360,1,Rural,Approved
761,Male,Yes,0,Not Graduate,No,14427,4715,413,360,0,Urban,Rejected
762,Male,Yes,3,Graduate,Yes,5049,9217,263,360,0,Rural,Rejected
763,Female,No,1,Graduate,No,4835,5304,104,180,1,Rural,Approved
764,Female,Yes,1,Graduate,No,2345,9360,132,360,0,Semiurban,Rejected
765,Male,No,0,Graduate,No,1508,3658,283,180,1,Urban,Approved
766,Female,Yes,1,Not Graduate,No,5088,5584,367,360,0,Rural,Rejected
767,Male,Yes,1,Not Graduate,No,11515,9688,216,240,1,Rural,Approved
768,Female,Yes,3,Graduate,No,14286,8387,469,180,0,Rural,Rejected
769,Male,No,3,Graduate,Yes,6366,1949,446,180,1,Semiurban,Approved
770,Male,No,0,Graduate,Yes,13670,3992,214,240,0,Urban,Approved
771,Male,Yes,3,Graduate,No,6535,7616,408,120,1,Semiurban,Approved
772,Female,No,0,Not Graduate,Yes,5055,1495,499,360,1,Semiurban,Approved
773,Male,Yes,2,Graduate,Yes,9014,1798,222,120,1,Semiurban,Approved
774,Male,No,2,Graduate,No,13622,7573,232,180,0,Semiurban,Approved
775,Female,No,0,Graduate,Yes,4821,6402,228,120,1,Rural,Approved
776,Male,No,1,Not Graduate,No,13276,8102,334,120,1,Rural,Approved
777,Female,Yes,0,Not Graduate,Yes,14372,5049,334,300,0,Urban,Approved
778,Female,No,0,Graduate,Yes,7796,7091,388,240,1,Urban,Approved
779,Female,Yes,1,Not Graduate,No,3335,3710,398,240,0,Urban,Rejected
780,Female,No,3,Not Graduate,No,11950,4251,104,360,0,Semiurban,Approved
781,Male,Yes,0,Graduate,No,11354,9880,261,240,0,Urban,Approved
782,Male,Yes,1,Not Graduate,Yes,14052,2508,271,180,1,Rural,Approved
783,Female,Yes,3,Not Graduate,No,5680,9981,357,180,0,Urban,Rejected
784,Male,Yes,1,Graduate,No,8148,9507,359,120,1,Rural,Approved
785,Male,Yes,1,Graduate,No,1502,5957,229,180,0,Urban,Approved
786,Male,No,0,Graduate,Yes,12749,1569,305,360,0,Semiurban,Approved
787,Female,Yes,0,Not Graduate,No,8048,4959,365,300,0,Semiurban,Approved
788,Female,Yes,0,Not Graduate,Yes,13566,8387,354,300,1,Rural,Approved
789,Male,Yes,1,Graduate,Yes,9972,1684,274,180,0,Rural,Rejected
790,Male,Yes,1,Graduate,Yes,3134,305,447,300,0,Semiurban,Rejected
791,Male,Yes,1,Not Graduate,No,5063,3301,458,360,0,Semiurban,Rejected
792,Female,No,3,Not Graduate,Yes,2149,6524,405,180,1,Semiurban,Rejected
793,Male,No,1,Graduate,No,13319,2805,407,300,1,Semiurban,Approved
794,Male,No,0,Not Graduate,Yes,13225,152,448,360,1,Urban,Approved
795,Female,No,1,Graduate,Yes,13335,5525,489,300,0,Rural,Approved
796,Female,Yes,3,Graduate,Yes,14191,8523,500,300,1,Semiurban,Approved
797,Female,Yes,0,Not Graduate,No,6478,6342,346,300,1,Semiurban,Approved
798,Male,Yes,2,Graduate,No,5673,7537,68,360,0,Urban,Approved
799,Male,No,0,Not Graduate,Yes,14459,6072,204,180,1,Rural,Approved
800,Female,No,1,Graduate,Yes,14629,5065,370,360,0,Semiurban,Approved
801,Female,Yes,3,Not Graduate,Yes,6187,6053,391,360,0,Rural,Approved
802,Female,Yes,3,Not Graduate,No,4655,4193,259,360,1,Rural,Approved
803,Female,Yes,3,Graduate,Yes,8703,1170,433,180,1,Rural,Approved
804,Female,Yes,3,Not Graduate,Yes,4078,2204,223,120,1,Urban,Approved
805,Female,Yes,1,Graduate,Yes,8755,4631,414,360,1,Semiurban,Approved
806,Female,Yes,2,Graduate,Yes,5219,2815,152,180,1,Rural,Approved
807,Female,Yes,3,Not Graduate,Yes,8339,1531,51,120,0,Rural,Approved
808,Male,No,2,Graduate,Yes,13375,9426,373,300,1,Rural,Approved
809,Female,No,3,Graduate,No,6495,173,85,180,1,Rural,Approved
810,Female,No,2,Graduate,No,11526,1311,340,240,1,Urban,Approved
811,Female,Yes,0,Graduate,No,7357,4714,436,300,1,Semiurban,Approved
812,Female,No,3,Not Graduate,No,2290,6460,406,180,0,Urban,Approved
813,Female,No,3,Graduate,Yes,9910,5973,361,180,0,Rural,Approved
814,Female,Yes,2,Not Graduate,No,7424,1449,399,120,0,Urban,Approved
815,Male,Yes,3,Graduate,No,7674,5602,464,240,1,Semiurban,Approved
816,Female,Yes,0,Graduate,No,13899,1715,492,240,0,Rural,Rejected
817,Female,No,1,Graduate,No,13467,7940,491,180,0,Urban,Rejected
818,Female,Yes,0,Not Graduate,Yes,3534,8893,424,240,0,Urban,Approved
819,Female,No,2,Not Graduate,No,9002,728,283,120,0,Urban,Rejected
820,Male,Yes,1,Graduate,No,14526,1736,374,300,1,Rural,Approved
821,Male,Yes,2,Graduate,Yes,5000,563,342,300,1,Semiurban,Approved
822,Female,No,1,Not Graduate,No,7867,6576,392,300,0,Semiurban,Approved
823,Female,No,3,Graduate,No,11189,9819,426,180,0,Rural,Approved
824,Male,No,3,Graduate,No,8358,7003,75,180,0,Semiurban,Rejected
825,Male,Yes,1,Not Graduate,No,13258,4482,342,120,1,Semiurban,Approved
826,Female,No,3,Graduate,No,11142,1389,454,120,0,Rural,Approved
827,Male,No,3,Graduate,No,8312,3708,207,180,1,Urban,Approved
828,Male,No,0,Not Graduate,No,8381,5280,251,180,1,Rural,Approved
829,Male,No,2,Graduate,Yes,4665,9379,254,300,1,Semiurban,Approved
830,Male,No,2,Not Graduate,Yes,12188,1125,193,180,0,Semiurban,Approved
831,Female,Yes,2,Not Graduate,Yes,8807,7025,343,180,1,Urban,Approved
832,Female,Yes,2,Graduate,No,4484,7685,96,120,0,Semiurban,Rejected
833,Female,No,0,Not Graduate,No,13160,6803,261,120,1,Urban,Approved
834,Female,No,3,Graduate,Yes,3965,3715,59,240,1,Urban,Approved
835,Male,No,1,Not Graduate,No,14153,1463,191,120,1,Semiurban,Approved
836,Female,Yes,1,Not Graduate,Yes,5266,6559,468,360,0,Rural,Approved
837,Male,No,3,Not Graduate,Yes,4335,6591,83,120,0,Semiurban,Rejected
838,Male,No,1,Not Graduate,Yes,12985,5993,424,240,1,Rural,Approved
839,Female,Yes,1,Graduate,Yes,4230,2056,272,120,0,Rural,Approved
840,Female,No,2,Not Graduate,Yes,8465,4396,232,240,0,Rural,Approved
841,Female,Yes,3,Not Graduate,Yes,13271,2977,168,300,0,Urban,Approved
842,Female,No,1,Graduate,Yes,10391,4555,232,120,1,Urban,Approved
843,Female,Yes,1,Graduate,Yes,11346,8979,71,180,0,Urban,Approved
844,Male,Yes,1,Not Graduate,No,9052,1193,233,120,1,Urban,Approved
845,Male,No,2,Not Graduate,No,5403,1485,293,360,0,Semiurban,Rejected
846,Male,Yes,3,Graduate,No,7068,6521,70,300,1,Urban,Approved
847,Male,Yes,1,Graduate,Yes,6502,6982,493,240,0,Urban,Rejected
848,Male,Yes,1,Not Graduate,Yes,3283,6940,92,300,0,Urban,Rejected
849,Male,No,0,Graduate,No,13901,2961,354,300,1,Urban,Approved
850,Female,No,3,Graduate,Yes,14139,1901,91,180,1,Urban,Approved
851,Female,Yes,0,Graduate,Yes,1661,9904,68,300,0,Rural,Rejected
852,Female,No,3,Graduate,Yes,14869,9349,125,180,1,Rural,Approved
853,Female,No,3,Graduate,No,12192,5465,205,120,0,Semiurban,Rejected
854,Male,No,3,Graduate,No,6555,1239,232,360,0,Urban,Approved
855,Male,Yes,2,Graduate,No,3982,9344,423,180,0,Urban,Approved
856,Female,Yes,2,Not Graduate,Yes,10435,8831,456,300,0,Urban,Rejected
857,Male,No,2,Not Graduate,Yes,12379,6235,147,120,1,Urban,Approved
858,Female,No,0,Not Graduate,No,5707,9285,495,360,0,Rural,Rejected
859,Male,Yes,2,Not Graduate,No,14186,8503,483,300,0,Semiurban,Approved
860,Male,Yes,1,Not Graduate,Yes,13447,3496,278,120,1,Urban,Approved
861,Male,No,2,Not Graduate,No,11050,1594,446,300,1,Semiurban,Approved
862,Male,No,2,Not Graduate,No,4090,5180,161,360,0,Semiurban,Rejected
863,Female,Yes,2,Graduate,Yes,13357,6929,331,360,0,Semiurban,Approved
864,Female,No,0,Graduate,Yes,13020,1781,130,120,1,Urban,Approved
865,Male,Yes,3,Graduate,No,3508,5287,482,360,0,Semiurban,Rejected
866,Male,Yes,2,Graduate,No,6003,3702,212,240,1,Semiurban,Approved
867,Male,No,1,Graduate,Yes,13278,9972,84,240,0,Urban,Approved
868,Female,Yes,2,Not Graduate,No,11121,7941,60,240,1,Rural,Approved
869,Female,Yes,3,Graduate,No,4327,4338,85,240,1,Semiurban,Approved
870,Female,Yes,3,Graduate,No,6380,6338,149,300,1,Urban,Approved
871,Female,Yes,0,Not Graduate,Yes,14342,374,428,300,0,Rural,Approved
872,Female,No,2,Graduate,No,11604,2464,107,300,1,Urban,Approved
873,Male,No,2,Not Graduate,Yes,8184,9102,288,180,1,Urban,Approved
874,Female,Yes,1,Graduate,No,14821,5405,265,180,0,Rural,Approved
875,Female,No,2,Not Graduate,Yes,2988,1598,191,180,1,Rural,Rejected
876,Female,Yes,1,Graduate,Yes,14109,1255,265,240,0,Semiurban,Rejected
877,Male,Yes,3,Not Graduate,No,13269,5523,473,120,0,Semiurban,Rejected
878,Male,No,0,Graduate,Yes,12109,4322,163,360,1,Semiurban,Approved
879,Female,Yes,3,Graduate,Yes,5301,4395,84,240,1,Rural,Approved
880,Female,Yes,2,Graduate,No,2010,5434,487,360,1,Urban,Approved
881,Male,Yes,0,Not Graduate,No,5990,9479,55,360,0,Rural,Rejected
882,Female,No,0,Not Graduate,Yes,6717,7447,169,360,0,Urban,Approved
883,Male,No,2,Not Graduate,No,14994,6957,327,120,1,Semiurban,Approved
884,Male,Yes,3,Not Graduate,Yes,2674,1115,180,300,0,Rural,Approved
885,Male,No,0,Graduate,Yes,8559,8214,496,360,1,Semiurban,Approved
886,Female,Yes,0,Not Graduate,Yes,3045,2696,179,180,1,Semiurban,Approved
887,Male,Yes,0,Not Graduate,No,10572,6875,489,120,0,Rural,Rejected
888,Male,Yes,2,Graduate,No,5346,7965,480,120,1,Urban,Approved
889,Male,Yes,0,Graduate,No,4251,8411,161,120,0,Urban,Approved
890,Male,Yes,2,Graduate,No,11454,4471,455,300,1,Semiurban,Approved
891,Female,No,1,Graduate,No,10950,9270,161,360,1,Urban,Approved
892,Female,No,0,Not Graduate,No,9623,4907,213,300,1,Urban,Approved
893,Male,No,0,Not Graduate,Yes,7749,3103,186,300,0,Rural,Approved
894,Male,No,3,Not Graduate,Yes,1839,6776,424,300,0,Urban,Rejected
895,Female,No,1,Graduate,No,7186,1939,218,360,0,Urban,Rejected
896,Female,Yes,0,Graduate,Yes,10210,854,250,240,0,Rural,Approved
897,Female,Yes,2,Graduate,Yes,10424,7723,256,300,0,Semiurban,Rejected
898,Female,Yes,1,Graduate,Yes,3951,3032,196,180,1,Urban,Approved
899,Male,No,2,Graduate,Yes,12354,5700,465,120,0,Rural,Rejected
900,Female,Yes,1,Not Graduate,No,14803,7335,271,240,0,Semiurban,Rejected
901,Male,No,1,Not Graduate,Yes,13570,7204,394,240,0,Urban,Rejected
902,Female,Yes,1,Graduate,Yes,12064,2690,113,240,1,Urban,Approved
903,Male,Yes,2,Not Graduate,No,10731,3609,273,120,1,Urban,Approved
904,Female,Yes,0,Graduate,No,7426,8740,344,300,1,Rural,Approved
905,Female,Yes,3,Graduate,No,14436,1947,445,360,1,Urban,Approved
906,Female,No,2,Graduate,No,11585,8622,190,240,1,Semiurban,Approved
907,Female,No,1,Not Graduate,No,2118,2720,428,360,0,Urban,Rejected
908,Male,Yes,3,Graduate,Yes,13878,2093,125,240,1,Rural,Approved
909,Female,Yes,3,Not Graduate,Yes,12303,4232,479,300,0,Semiurban,Rejected
910,Female,Yes,0,Graduate,No,8622,385,236,120,1,Rural,Approved
911,Male,Yes,3,Not Graduate,No,9119,1843,163,120,0,Urban,Rejected
912,Male,No,0,Graduate,No,13776,976,359,120,0,Rural,Approved
913,Female,Yes,1,Not Graduate,Yes,11445,860,298,120,1,Semiurban,Approved
914,Male,No,0,Not Graduate,Yes,2975,6968,394,360,0,Semiurban,Rejected
915,Male,No,2,Graduate,No,4680,5010,225,240,0,Rural,Approved
916,Male,No,0,Not Graduate,Yes,13196,7888,381,120,0,Semiurban,Approved
917,Female,Yes,1,Not Graduate,No,3153,9213,356,300,1,Urban,Approved
918,Male,Yes,3,Graduate,Yes,4063,9421,376,240,0,Semiurban,Rejected
919,Female,Yes,1,Not Graduate,Yes,9396,9593,456,120,0,Rural,Rejected
920,Male,No,3,Not Graduate,No,9420,7997,318,120,0,Semiurban,Approved
921,Female,No,2,Not Graduate,Yes,10262,2575,213,120,1,Semiurban,Approved
922,Female,Yes,3,Graduate,No,11636,8259,431,120,0,Urban,Approved
923,Male,Yes,0,Not Graduate,Yes,11803,8327,410,240,1,Rural,Approved
924,Male,Yes,1,Not Graduate,No,14247,2877,177,180,1,Urban,Approved
925,Female,Yes,1,Not Graduate,Yes,11675,6206,317,180,0,Semiurban,Approved
926,Male,No,1,Graduate,Yes,2889,3615,493,120,1,Rural,Rejected
927,Male,Yes,2,Not Graduate,No,11976,9936,184,240,0,Urban,Approved
928,Female,No,3,Graduate,Yes,1659,1739,276,180,0,Urban,Approved
929,Male,Yes,3,Graduate,No,11900,3172,417,300,0,Urban,Approved
930,Female,Yes,0,Graduate,Yes,2621,7870,186,180,1,Urban,Approved
931,Male,Yes,3,Graduate,Yes,12206,3378,247,360,0,Rural,Rejected
932,Male,No,3,Graduate,No,8230,3430,225,180,0,Rural,Rejected
933,Female,No,1,Graduate,No,3814,984,77,120,0,Semiurban,Approved
934,Male,Yes,2,Graduate,No,10579,510,384,300,1,Semiurban,Approved
935,Female,No,1,Graduate,Yes,3429,3684,381,300,1,Semiurban,Approved
936,Female,No,1,Graduate,Yes,4940,8283,154,300,0,Semiurban,Rejected
937,Female,Yes,3,Not Graduate,Yes,14928,224,258,360,1,Rural,Approved
938,Male,No,2,Not Graduate,No,9417,7161,109,180,0,Rural,Rejected
939,Female,No,2,Not Graduate,Yes,1565,6701,145,360,1,Semiurban,Approved
940,Male,Yes,0,Graduate,No,4431,3288,154,120,1,Urban,Approved
941,Female,Yes,0,Graduate,No,6875,1804,195,240,0,Urban,Rejected
942,Male,No,1,Graduate,No,3696,9743,188,120,0,Urban,Approved
943,Female,Yes,0,Graduate,Yes,11846,4759,346,240,1,Semiurban,Approved
944,Male,Yes,1,Not Graduate,Yes,13299,2240,437,120,0,Semiurban,Approved
945,Male,No,2,Not Graduate,No,3507,1182,98,300,0,Semiurban,Rejected
946,Male,No,1,Not Graduate,Yes,9567,5180,351,360,0,Semiurban,Rejected
947,Male,No,1,Not Graduate,Yes,2286,8810,426,120,0,Semiurban,Approved
948,Female,No,1,Graduate,No,2912,9732,348,240,1,Semiurban,Rejected
949,Female,No,2,Graduate,Yes,13649,4958,232,180,1,Urban,Approved
950,Male,Yes,3,Graduate,No,3714,5420,187,240,1,Semiurban,Approved
951,Male,No,3,Graduate,No,11438,3444,441,120,0,Rural,Rejected
952,Male,Yes,1,Not Graduate,Yes,12020,8259,230,300,1,Urban,Approved
953,Female,No,3,Not Graduate,No,11634,591,247,180,1,Rural,Approved
954,Male,Yes,3,Graduate,Yes,10132,8108,407,240,0,Urban,Approved
955,Female,Yes,3,Graduate,No,9084,3570,253,240,1,Semiurban,Approved
956,Female,Yes,2,Not Graduate,No,8721,3560,388,300,0,Rural,Rejected
957,Female,No,2,Graduate,Yes,13908,7748,94,360,0,Urban,Rejected
958,Female,No,1,Not Graduate,No,9881,5318,499,120,0,Urban,Approved
959,Male,No,3,Not Graduate,No,8378,5392,420,240,0,Rural,Approved
960,Female,No,2,Not Graduate,Yes,4899,9668,109,360,0,Semiurban,Approved
961,Male,Yes,0,Graduate,Yes,8678,1408,155,240,1,Urban,Approved
962,Female,Yes,3,Not Graduate,Yes,13704,7161,433,240,0,Semiurban,Approved
963,Female,No,3,Not Graduate,No,3076,9945,262,300,1,Rural,Approved
964,Female,No,2,Not Graduate,No,4383,3297,114,360,0,Rural,Rejected
965,Male,No,3,Graduate,No,5885,9361,63,240,0,Rural,Rejected
966,Female,No,2,Not Graduate,No,7977,9647,187,180,1,Semiurban,Approved
967,Male,Yes,0,Graduate,Yes,9965,3941,205,180,1,Rural,Approved
968,Male,Yes,0,Graduate,No,13758,2143,429,120,0,Rural,Approved
969,Male,No,3,Graduate,No,12644,6001,385,180,0,Rural,Rejected
970,Male,No,1,Graduate,No,12016,4932,348,360,1,Urban,Approved
971,Female,No,2,Graduate,No,4843,3518,401,240,1,Semiurban,Approved
972,Female,No,2,Graduate,Yes,4207,8235,264,240,1,Urban,Approved
973,Female,Yes,3,Not Graduate,Yes,10767,8393,359,240,0,Rural,Approved
974,Female,No,2,Not Graduate,No,9349,2727,105,120,0,Rural,Approved
975,Male,Yes,2,Not Graduate,Yes,4290,9072,226,360,0,Semiurban,Approved
976,Female,Yes,2,Graduate,Yes,5676,8074,455,180,1,Urban,Approved
977,Female,Yes,2,Graduate,Yes,6503,6788,142,240,0,Urban,Approved
978,Female,Yes,0,Not Graduate,No,11492,534,405,180,1,Urban,Approved
979,Female,Yes,1,Not Graduate,No,6968,2830,221,120,0,Rural,Rejected
980,Male,Yes,3,Graduate,No,6727,9222,486,240,0,Urban,Rejected
981,Female,No,0,Not Graduate,No,13878,6431,75,120,0,Semiurban,Approved
982,Female,No,3,Graduate,No,13226,5164,148,300,0,Rural,Rejected
983,Female,Yes,3,Graduate,No,9475,4870,211,180,0,Semiurban,Approved
984,Female,No,1,Graduate,No,9047,7920,285,180,1,Semiurban,Approved
985,Male,No,2,Graduate,No,9020,9015,495,360,1,Semiurban,Approved
986,Male,Yes,0,Not Graduate,Yes,13694,1987,146,360,0,Urban,Rejected
987,Female,No,3,Not Graduate,No,6008,5662,219,240,1,Urban,Approved
988,Female,No,2,Graduate,Yes,11708,5137,404,360,1,Semiurban,Approved
989,Female,Yes,0,Not Graduate,Yes,1626,5956,243,300,0,Rural,Rejected
990,Male,Yes,3,Not Graduate,Yes,2409,3092,199,240,1,Urban,Approved
991,Male,No,0,Not Graduate,Yes,14400,9920,349,180,1,Semiurban,Approved
992,Male,No,0,Not Graduate,Yes,7839,7190,403,360,0,Semiurban,Approved
993,Male,No,3,Not Graduate,Yes,7618,1549,488,120,0,Semiurban,Approved
994,Male,Yes,2,Not Graduate,Yes,7000,5723,65,180,1,Urban,Approved
995,Female,Yes,3,Graduate,No,7367,6612,446,240,0,Semiurban,Approved
996,Female,No,1,Not Graduate,Yes,8211,8303,490,300,1,Urban,Approved
997,Female,Yes,3,Graduate,No,8412,9129,470,360,0,Rural,Approved
998,Male,No,0,Graduate,Yes,5448,4444,212,120,0,Semiurban,Approved
999,Female,No,2,Graduate,Yes,3584,7925,200,300,0,Semiurban,Rejected
1000,Male,Yes,3,Graduate,No,13910,8354,291,120,0,Urban,Rejected
1001,Male,No,3,Not Graduate,No,12642,5682,458,360,0,Rural,Rejected
1002,Female,Yes,3,Not Graduate,No,3694,1968,407,300,0,Rural,Rejected
1003,Female,Yes,1,Graduate,Yes,7728,6457,254,300,1,Semiurban,Approved
1004,Male,No,2,Graduate,No,11288,4077,498,360,1,Urban,Approved
1005,Male,No,3,Graduate,No,2348,8952,492,240,1,Urban,Approved
1006,Male,Yes,1,Not Graduate,Yes,14620,5660,373,240,1,Semiurban,Approved
1007,Male,No,1,Not Graduate,Yes,9394,5556,86,240,1,Rural,Approved
1008,Male,Yes,3,Graduate,Yes,7415,9774,406,300,0,Rural,Rejected
1009,Female,No,0,Not Graduate,No,6094,9125,222,300,1,Semiurban,Approved
1010,Female,No,1,Not Graduate,Yes,6605,7944,173,360,1,Rural,Approved
1011,Female,Yes,2,Graduate,Yes,11709,5658,385,240,0,Urban,Approved
1012,Male,No,0,Graduate,No,3751,6672,464,240,0,Urban,Approved
1013,Female,No,3,Not Graduate,No,9339,4800,277,240,1,Urban,Approved
1014,Male,Yes,0,Not Graduate,Yes,9987,6999,474,180,0,Rural,Rejected
1015,Male,No,0,Not Graduate,Yes,9532,4113,496,180,0,Rural,Rejected
1016,Male,No,2,Not Graduate,No,8731,1537,472,120,0,Urban,Rejected
1017,Male,No,1,Graduate,No,2174,3521,329,240,0,Semiurban,Rejected
1018,Female,No,0,Graduate,Yes,11966,3660,167,120,1,Semiurban,Approved
1019,Male,No,2,Graduate,Yes,10669,2456,471,360,1,Urban,Approved
1020,Female,No,1,Not Graduate,Yes,7427,833,124,360,1,Urban,Approved
1021,Female,Yes,2,Graduate,Yes,7138,93,144,120,1,Rural,Approved
1022,Female,Yes,0,Not Graduate,Yes,7436,5572,81,300,1,Rural,Approved
1023,Male,Yes,1,Graduate,No,6789,7601,98,120,1,Rural,Approved
1024,Male,No,0,Graduate,No,10941,7282,343,240,0,Urban,Rejected
1025,Male,Yes,0,Not Graduate,No,6517,7771,484,360,0,Urban,Rejected
1026,Male,No,2,Graduate,Yes,12719,805,144,180,1,Semiurban,Approved
1027,Female,No,2,Graduate,No,14045,6069,148,240,0,Semiurban,Rejected
1028,Female,Yes,2,Graduate,Yes,7783,5989,271,300,1,Rural,Approved
1029,Male,No,0,Graduate,Yes,8470,4454,178,360,1,Rural,Approved
1030,Female,Yes,2,Not Graduate,Yes,12170,9513,304,120,0,Semiurban,Approved
1031,Female,No,3,Graduate,Yes,3779,4915,387,120,0,Urban,Approved
1032,Male,No,2,Graduate,No,10241,8672,308,300,1,Urban,Approved
1033,Male,No,0,Graduate,Yes,5511,294,90,180,1,Semiurban,Approved
1034,Female,Yes,1,Graduate,No,4173,4236,125,120,1,Semiurban,Approved
1035,Female,No,3,Graduate,No,7029,6932,393,180,0,Urban,Rejected
1036,Male,Yes,3,Graduate,Yes,7232,1392,378,240,1,Urban,Approved
1037,Female,Yes,1,Not Graduate,No,2612,8087,222,240,1,Urban,Rejected
1038,Male,No,1,Graduate,Yes,14712,7397,269,240,0,Rural,Rejected
1039,Male,Yes,1,Not Graduate,No,5237,4582,341,240,1,Urban,Approved
1040,Female,No,2,Not Graduate,Yes,10032,3171,153,120,0,Semiurban,Approved
1041,Male,No,0,Graduate,No,6815,966,433,240,1,Rural,Approved
1042,Female,Yes,0,Not Graduate,Yes,10740,7207,77,120,1,Urban,Approved
1043,Female,Yes,0,Graduate,No,5730,5633,276,360,0,Rural,Rejected
1044,Female,Yes,0,Not Graduate,Yes,7285,8675,112,300,1,Urban,Approved
1045,Female,No,1,Not Graduate,No,3533,9335,138,360,1,Urban,Approved
1046,Male,No,3,Not Graduate,No,3394,9131,70,120,1,Semiurban,Approved
1047,Female,Yes,2,Not Graduate,Yes,9093,1356,166,240,1,Semiurban,Approved
1048,Male,Yes,1,Graduate,Yes,6613,9551,272,180,1,Urban,Approved
1049,Female,Yes,2,Not Graduate,Yes,9688,4475,145,300,0,Rural,Rejected
1050,Male,Yes,3,Graduate,No,8157,7764,276,300,0,Urban,Rejected
1051,Male,Yes,3,Graduate,Yes,14672,2539,451,360,0,Semiurban,Rejected
1052,Male,Yes,0,Graduate,No,7267,7255,73,300,0,Semiurban,Approved
1053,Male,No,1,Graduate,Yes,13837,8040,459,120,1,Semiurban,Approved
1054,Female,Yes,2,Not Graduate,Yes,7934,7487,492,240,0,Urban,Rejected
1055,Male,No,2,Graduate,No,8254,1097,210,360,1,Semiurban,Approved
1056,Male,No,2,Not Graduate,No,13721,9624,302,120,0,Semiurban,Rejected
1057,Male,No,1,Graduate,Yes,4721,8121,432,300,1,Urban,Approved
1058,Male,No,2,Not Graduate,Yes,7196,9395,119,120,0,Urban,Approved
1059,Male,No,3,Not Graduate,No,7802,9437,389,240,1,Urban,Approved
1060,Female,No,0,Not Graduate,Yes,11578,7406,461,300,1,Urban,Approved
1061,Male,Yes,3,Graduate,No,3215,5529,462,360,0,Semiurban,Approved
1062,Male,Yes,3,Graduate,Yes,5383,1551,115,180,1,Rural,Approved
1063,Female,No,2,Not Graduate,Yes,10108,3345,150,180,1,Semiurban,Approved
1064,Male,Yes,2,Graduate,Yes,2159,3853,391,240,0,Rural,Approved
1065,Female,No,1,Graduate,Yes,8120,9134,61,180,0,Rural,Approved
1066,Male,Yes,0,Not Graduate,No,14437,5485,60,300,0,Rural,Rejected
1067,Male,Yes,0,Graduate,No,3353,9188,496,300,1,Urban,Approved
1068,Male,No,3,Not Graduate,Yes,4379,8957,282,180,0,Rural,Approved
1069,Male,No,2,Graduate,Yes,4138,7442,385,360,1,Urban,Approved
1070,Male,No,2,Graduate,Yes,10601,5626,375,240,1,Urban,Approved
1071,Female,Yes,1,Graduate,No,7056,1091,255,120,0,Rural,Rejected
1072,Female,No,2,Graduate,Yes,6401,1676,79,180,1,Urban,Approved
1073,Male,No,3,Not Graduate,No,6608,999,272,360,1,Urban,Approved
1074,Female,No,1,Graduate,No,7599,8231,195,360,1,Urban,Approved
1075,Female,Yes,0,Not Graduate,Yes,14897,9691,323,300,1,Semiurban,Approved
1076,Female,Yes,2,Graduate,Yes,11332,7170,324,240,0,Rural,Rejected
1077,Male,No,3,Graduate,No,14574,4458,172,360,0,Semiurban,Rejected
1078,Female,No,1,Graduate,No,2427,1388,280,360,1,Semiurban,Rejected
